date,latitude,longitude,fire_id
2018-07-27,40.53112610923011,-112.96324224917656,fire_21890106
2018-07-28,40.53112610923011,-112.96324224917656,fire_21890106
2018-07-29,40.53112610923011,-112.96324224917656,fire_21890106
2018-07-30,40.53112610923011,-112.96324224917656,fire_21890106
2018-07-31,40.53112610923011,-112.96324224917656,fire_21890106
2018-08-01,40.53112610923011,-112.96324224917656,fire_21890106
2018-08-02,40.53112610923011,-112.96324224917656,fire_21890106
2018-08-03,40.53112610923011,-112.96324224917656,fire_21890106
2018-08-04,40.53112610923011,-112.96324224917656,fire_21890106
2018-08-05,40.53112610923011,-112.96324224917656,fire_21890106
2018-07-28,39.68432382031055,-108.73123712289728,fire_21890134
2018-07-29,39.68432382031055,-108.73123712289728,fire_21890134
2018-07-30,39.68432382031055,-108.73123712289728,fire_21890134
2018-07-31,39.68432382031055,-108.73123712289728,fire_21890134
2018-08-01,39.68432382031055,-108.73123712289728,fire_21890134
2018-08-02,39.68432382031055,-108.73123712289728,fire_21890134
2018-08-03,39.68432382031055,-108.73123712289728,fire_21890134
2018-08-04,39.68432382031055,-108.73123712289728,fire_21890134
2018-08-05,39.68432382031055,-108.73123712289728,fire_21890134
2018-08-01,41.85487852049264,-112.3583415541702,fire_21998263
2018-08-02,41.85487852049264,-112.3583415541702,fire_21998263
2018-08-03,41.85487852049264,-112.3583415541702,fire_21998263
2018-08-04,41.85487852049264,-112.3583415541702,fire_21998263
2018-08-05,41.85487852049264,-112.3583415541702,fire_21998263
2018-08-06,41.85487852049264,-112.3583415541702,fire_21998263
2018-08-07,41.85487852049264,-112.3583415541702,fire_21998263
2018-08-01,41.81714825940576,-112.68280093410355,fire_21998265
2018-08-02,41.81714825940576,-112.68280093410355,fire_21998265
2018-08-03,41.81714825940576,-112.68280093410355,fire_21998265
2018-08-04,41.81714825940576,-112.68280093410355,fire_21998265
2018-08-05,41.81714825940576,-112.68280093410355,fire_21998265
2018-08-06,41.81714825940576,-112.68280093410355,fire_21998265
2018-09-02,40.9633946684397,-109.0585309929598,fire_22141571
2018-09-03,40.9633946684397,-109.0585309929598,fire_22141571
2018-09-04,40.9633946684397,-109.0585309929598,fire_22141571
2018-09-05,40.9633946684397,-109.0585309929598,fire_22141571
2018-09-06,40.9633946684397,-109.0585309929598,fire_22141571
2018-09-07,40.9633946684397,-109.0585309929598,fire_22141571
2018-09-08,40.9633946684397,-109.0585309929598,fire_22141571
2018-09-09,40.9633946684397,-109.0585309929598,fire_22141571
2018-09-10,40.9633946684397,-109.0585309929598,fire_22141571
2019-03-11,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-12,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-13,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-14,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-15,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-16,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-17,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-18,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-19,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-20,42.85802599498701,-118.97333250697125,fire_22710141
2019-03-21,42.85802599498701,-118.97333250697125,fire_22710141
2019-05-22,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-23,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-24,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-25,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-26,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-27,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-28,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-29,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-30,35.81316853736056,-120.80059462265343,fire_22863125
2019-05-31,35.81316853736056,-120.80059462265343,fire_22863125
2019-06-01,35.81316853736056,-120.80059462265343,fire_22863125
2019-06-08,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-09,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-10,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-11,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-12,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-13,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-14,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-15,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-16,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-17,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-18,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-19,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-20,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-21,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-22,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-23,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-24,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-25,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-26,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-27,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-28,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-29,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-30,33.49683128821324,-111.19124161705687,fire_22938749
2019-07-01,33.49683128821324,-111.19124161705687,fire_22938749
2019-06-01,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-02,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-03,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-04,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-05,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-06,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-07,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-08,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-09,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-10,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-11,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-12,46.8528816316074,-119.78399798193836,fire_22939556
2019-06-19,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-20,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-21,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-22,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-23,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-24,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-25,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-26,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-27,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-28,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-29,33.63616170279636,-105.2598360450779,fire_22939600
2019-06-30,33.63616170279636,-105.2598360450779,fire_22939600
2019-07-01,33.63616170279636,-105.2598360450779,fire_22939600
2019-07-02,33.63616170279636,-105.2598360450779,fire_22939600
2019-07-03,33.63616170279636,-105.2598360450779,fire_22939600
2019-07-04,33.63616170279636,-105.2598360450779,fire_22939600
2019-07-05,33.63616170279636,-105.2598360450779,fire_22939600
2019-07-06,33.63616170279636,-105.2598360450779,fire_22939600
2019-07-07,33.63616170279636,-105.2598360450779,fire_22939600
2019-07-24,42.86525716747762,-123.28664379842782,fire_23036522
2019-07-25,42.86525716747762,-123.28664379842782,fire_23036522
2019-07-26,42.86525716747762,-123.28664379842782,fire_23036522
2019-07-27,42.86525716747762,-123.28664379842782,fire_23036522
2019-07-28,42.86525716747762,-123.28664379842782,fire_23036522
2019-07-29,42.86525716747762,-123.28664379842782,fire_23036522
2019-07-30,42.86525716747762,-123.28664379842782,fire_23036522
2019-07-31,42.86525716747762,-123.28664379842782,fire_23036522
2019-08-01,42.86525716747762,-123.28664379842782,fire_23036522
2019-08-02,42.86525716747762,-123.28664379842782,fire_23036522
2019-07-28,41.82538401833694,-121.22377897561996,fire_23036523
2019-07-29,41.82538401833694,-121.22377897561996,fire_23036523
2019-07-30,41.82538401833694,-121.22377897561996,fire_23036523
2019-07-31,41.82538401833694,-121.22377897561996,fire_23036523
2019-08-01,41.82538401833694,-121.22377897561996,fire_23036523
2019-08-02,41.82538401833694,-121.22377897561996,fire_23036523
2019-07-14,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-15,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-16,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-17,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-18,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-19,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-20,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-21,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-22,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-23,33.40875208782983,-110.1471550830637,fire_23036565
2019-07-17,46.47210311410917,-119.69838139455253,fire_23036806
2019-07-18,46.47210311410917,-119.69838139455253,fire_23036806
2019-07-19,46.47210311410917,-119.69838139455253,fire_23036806
2019-07-20,46.47210311410917,-119.69838139455253,fire_23036806
2019-07-21,46.47210311410917,-119.69838139455253,fire_23036806
2019-07-22,46.47210311410917,-119.69838139455253,fire_23036806
2019-07-23,46.47210311410917,-119.69838139455253,fire_23036806
2019-07-22,42.26056553832341,-115.64443808789687,fire_23036877
2019-07-23,42.26056553832341,-115.64443808789687,fire_23036877
2019-07-24,42.26056553832341,-115.64443808789687,fire_23036877
2019-07-25,42.26056553832341,-115.64443808789687,fire_23036877
2019-07-26,42.26056553832341,-115.64443808789687,fire_23036877
2019-07-27,42.26056553832341,-115.64443808789687,fire_23036877
2019-07-28,42.26056553832341,-115.64443808789687,fire_23036877
2019-07-31,47.488697361702734,-108.26915932688853,fire_23037423
2019-08-01,47.488697361702734,-108.26915932688853,fire_23037423
2019-08-02,47.488697361702734,-108.26915932688853,fire_23037423
2019-08-03,47.488697361702734,-108.26915932688853,fire_23037423
2019-08-04,47.488697361702734,-108.26915932688853,fire_23037423
2019-08-05,47.488697361702734,-108.26915932688853,fire_23037423
2019-08-06,47.488697361702734,-108.26915932688853,fire_23037423
2019-08-07,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-08,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-09,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-10,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-11,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-12,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-13,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-14,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-15,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-16,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-17,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-18,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-19,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-20,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-21,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-22,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-23,35.01388926045836,-111.89673673530976,fire_23159642
2019-08-11,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-12,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-13,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-14,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-15,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-16,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-17,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-18,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-19,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-20,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-21,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-22,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-23,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-24,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-25,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-26,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-27,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-28,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-29,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-30,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-31,34.76188080765286,-112.89213236397966,fire_23159647
2019-09-01,34.76188080765286,-112.89213236397966,fire_23159647
2019-09-02,34.76188080765286,-112.89213236397966,fire_23159647
2019-09-03,34.76188080765286,-112.89213236397966,fire_23159647
2019-09-04,34.76188080765286,-112.89213236397966,fire_23159647
2019-08-04,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-05,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-06,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-07,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-08,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-09,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-10,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-11,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-12,33.721423565009665,-111.58544022732262,fire_23159657
2019-08-04,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-05,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-06,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-07,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-08,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-09,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-10,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-11,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-12,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-13,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-14,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-15,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-16,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-17,45.33614594432002,-114.46819796864702,fire_23159787
2019-08-02,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-03,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-04,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-05,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-06,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-07,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-08,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-09,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-10,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-11,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-12,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-13,45.26288422988783,-115.89690405450726,fire_23159789
2019-08-05,41.95160621714655,-114.18136778564224,fire_23159841
2019-08-06,41.95160621714655,-114.18136778564224,fire_23159841
2019-08-07,41.95160621714655,-114.18136778564224,fire_23159841
2019-08-08,41.95160621714655,-114.18136778564224,fire_23159841
2019-08-09,41.95160621714655,-114.18136778564224,fire_23159841
2019-08-10,41.95160621714655,-114.18136778564224,fire_23159841
2019-08-11,41.95160621714655,-114.18136778564224,fire_23159841
2019-08-02,41.91138728492516,-112.96086364628358,fire_23159842
2019-08-03,41.91138728492516,-112.96086364628358,fire_23159842
2019-08-04,41.91138728492516,-112.96086364628358,fire_23159842
2019-08-05,41.91138728492516,-112.96086364628358,fire_23159842
2019-08-06,41.91138728492516,-112.96086364628358,fire_23159842
2019-08-07,41.91138728492516,-112.96086364628358,fire_23159842
2019-08-08,41.91138728492516,-112.96086364628358,fire_23159842
2019-08-06,41.44883590536839,-113.1386287984726,fire_23159853
2019-08-07,41.44883590536839,-113.1386287984726,fire_23159853
2019-08-08,41.44883590536839,-113.1386287984726,fire_23159853
2019-08-09,41.44883590536839,-113.1386287984726,fire_23159853
2019-08-10,41.44883590536839,-113.1386287984726,fire_23159853
2019-08-11,41.44883590536839,-113.1386287984726,fire_23159853
2019-08-07,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-08,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-09,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-10,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-11,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-12,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-13,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-14,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-15,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-16,47.62771179570069,-108.1604483359882,fire_23160488
2019-08-17,47.62771179570069,-108.1604483359882,fire_23160488
2019-09-03,40.08895328294924,-120.59686721875585,fire_23300669
